wals_code,iso_code,glottocode,name,lat,lon,genus,family,subfamily
wch,mzh,wich1264,Wichí,-22.5,-62.5833333333,Matacoan,Matacoan,__
wdo,_50,,Western Desert (Ooldea),-30.5,132.0,Pama-Nyungan,Australian,__
wec,cym,wels1247,Welsh (Colloquial),52.75,-3.5833,Celtic,Indo-European,__
wed,wed,weda1241,Wedau,-10.1666666667,150.166666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
wel,cym,wels1247,Welsh,52.0,-3.0,Celtic,Indo-European,__
wem,,,Wembawemba,-35.3333333333,144.0,Pama-Nyungan,Australian,__
wer,wer,weri1253,Weri,-7.75,146.916666667,Goilalan,Trans-New Guinea,__
wet,lex,luan1263,Wetan,-8.16666666667,128.0,Central Malayo-Polynesian,Austronesian,__
wgg,wgg,wang1290,Wangkangurru,-27.0,137.0,Pama-Nyungan,Australian,__
wgl,wbk,waig1243,Waigali,35.0,71.25,Indic,Indo-European,__
wgu,wrg,waru1264,Warrungu,-18.0,145.0,Pama-Nyungan,Australian,__
wic,wic,wich1260,Wichita,33.3333333333,-97.3333333333,Caddoan,Caddoan,__
wik,yok,yoku1256,Wikchamni,36.4166666667,-119.083333333,Yokuts,Penutian,__
win,wit,wint1259,Wintu,41.0,-122.5,Wintuan,Penutian,__
wir,wiw,wira1260,Wirangu,-32.0,134.0,Pama-Nyungan,Australian,__
wiy,wiy,wiyo1248,Wiyot,40.8333333333,-124.166666667,Wiyot,Algic,__
wkw,wkw,waka1274,Wagawaga,-26.5,152.5,Pama-Nyungan,Australian,__
wlf,wol,nucl1347,Wolof,15.25,-16.0,Northern Atlantic,Niger-Congo,Atlantic
wll,wls,wall1257,Wallisian,-13.3,-176.2,Oceanic,Austronesian,Eastern Malayo-Polynesian
wlm,wmt,walm1241,Walmatjari,-19.5,125.75,Pama-Nyungan,Australian,__
wlo,wlo,woli1241,Wolio,-5.5,122.75,Celebic,Austronesian,__
wlw,wrb,warl1256,Warluwara,-22.0,138.5,Pama-Nyungan,Australian,__
wly,wal,wola1242,Wolaytta,6.83333333333,37.75,North Omotic,Afro-Asiatic,Omotic
wma,mqs,west2600,West Makian,0.5,127.583333333,North Halmaheran,West Papuan,__
wme,wme,wamb1257,Wambule,29.25,85.9166666667,Mahakiranti,Sino-Tibetan,Tibeto-Burman
wmn,wem,weme1239,Wéménugbé,6.66666666667,2.5,Kwa,Niger-Congo,__
wmu,wim,wikm1247,Wik Munkan,-13.9166666667,141.75,Pama-Nyungan,Australian,__
wn,wig,wikn1245,Wik Ngathana,-13.9166666667,141.5,Pama-Nyungan,Australian,__
wna,wan,wann1242,Wan,7.83333333333,-5.86666666667,Eastern Mande,Niger-Congo,Mande
wnb,win,hoch1243,Winnebago,43.5,-88.5,Siouan,Siouan,__
wnt,wnc,want1252,Wantoat,-6.16666666667,146.5,Finisterre-Huon,Trans-New Guinea,__
wob,wob,weno1238,Wobe,7.41666666667,-7.33333333333,Kru,Niger-Congo,__
wog,wog,woga1249,Wogamusin,-4.25,142.333333333,Upper Sepik,Sepik,__
woi,woi,kama1365,Woisika,-8.25,124.833333333,Greater Alor,Timor-Alor-Pantar,__
wol,woe,wole1240,Woleaian,7.33333333333,143.833333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
wom,,womo1238,Womo,-2.91666666667,141.833333333,Serra Hills,Skou,__
wor,unp,woro1255,Worora,-15.6666666667,124.666666667,Wororan,Australian,__
wps,wap,wapi1253,Wapishana,2.66666666667,-60.0,Northern Arawakan,Arawakan,__
wra,wba,wara1303,Warao,9.33333333333,-61.6666666667,Warao,Warao,__
wrb,,warr1257,Warrnambool,-38.25,142.5,Pama-Nyungan,Australian,__
wrd,wrr,ward1246,Wardaman,-15.5,131.0,Yangmanic,Australian,Gunwinyguan
wrg,wgy,warr1255,Warrgamay,-18.5833333333,146.083333333,Pama-Nyungan,Australian,__
wrk,gae,guar1293,Warekena,1.5,-67.5,Northern Arawakan,Arawakan,__
wrl,wbp,warl1254,Warlpiri,-20.0,132.333333333,Pama-Nyungan,Australian,__
wrm,wsa,ware1253,Warembori,-1.66666666667,137.583333333,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian
wrn,wnd,wand1263,Warndarang,-14.4166666667,135.583333333,Maran,Australian,__
wrp,wrp,waro1242,Waropen,-2.33333333333,136.583333333,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian
wrs,wrs,wari1266,Waris,-3.16666666667,141.0,Border,Border,__
wru,wrm,waru1265,Warumungu,-19.5,134.5,Pama-Nyungan,Australian,__
wrw,wwr,warr1258,Warrwa,-17.5,123.5,Nyulnyulan,Australian,__
wry,wrz,wara1290,Waray (in Australia),-13.1666666667,131.25,Waray,Australian,Gunwinyguan
wsk,wsk,wask1241,Waskia,-4.5,146.0,Madang,Trans-New Guinea,__
wth,,wath1238,Wathawurrung,-38.0,144.0,Pama-Nyungan,Australian,__
wtm,wax,wata1253,Watam,-3.91666666667,144.5,Lower Ramu,Lower Sepik-Ramu,__
wuc,wuu,wuch1236,Wu (Changzhou),31.6666666667,119.916666667,Chinese,Sino-Tibetan,__
wur,wau,waur1244,Waurá,-13.0,-53.0,Central Arawakan,Arawakan,__
wwa,wwa,waam1244,Waama,10.5833333333,1.66666666667,Gur,Niger-Congo,__
wwr,,woiw1237,Woiwurrung,-37.5,145.5,Pama-Nyungan,Australian,__
wwy,war,wara1300,Waray-Waray,12.0,125.0,Greater Central Philippine,Austronesian,__
wya,wya,wyan1247,Wyandot,44.3333333333,-77.5,Northern Iroquoian,Iroquoian,__
wyn,way,waya1269,Wayana,3.25,-54.1666666667,Cariban,Cariban,__
xam,xam,xamm1241,/Xam,-31.0,21.0,Southern Khoisan,Khoisan,__
xar,ane,xara1244,Xârâcùù,-21.6666666667,166.0,Oceanic,Austronesian,Eastern Malayo-Polynesian
xas,kao,xaas1235,Xasonga,14.25,-10.5,Western Mande,Niger-Congo,Mande
xav,xav,xava1240,Xavánte,-15.0,-52.5,Ge-Kaingang,Macro-Ge,__
xbi,xbi,komb1272,Kombio,-3.5,142.75,Kombio-Arapesh,Torricelli,__
xer,xer,xere1240,Xerénte,-10.0,-48.1666666667,Ge-Kaingang,Macro-Ge,__
xho,xho,xhos1239,Xhosa,-32.0,27.0,Bantoid,Niger-Congo,Benue-Congo
xia,nan,minn1241,Xiamen,24.5,118.166666667,Chinese,Sino-Tibetan,__
xns,xns,kana1283,Kanashi,32.0833333333,77.25,Bodic,Sino-Tibetan,Tibeto-Burman
xok,xok,xokl1240,Xokleng,-24.5,-50.0,Ge-Kaingang,Macro-Ge,__
xoo,nmn,xooo1239,!Xóõ,-24.0,21.5,Southern Khoisan,Khoisan,__
xsm,xsm,kase1253,Kàsim,11.0,-1.33333333333,Gur,Niger-Congo,__
xun,knw,kung1261,!Xun (Ekoka),-19.6666666667,18.0,Northern Khoisan,Khoisan,__
yag,yad,yagu1244,Yagua,-3.5,-72.0,Peba-Yaguan,Peba-Yaguan,__
yah,yag,yama1264,Yahgan,-55.0,-68.0,Yámana,Yámana,__
yak,yaf,yaka1269,Yaka,-7.0,17.5,Bantoid,Niger-Congo,Benue-Congo
yal,kkl,kosa1249,Yale (Kosarek),-4.08333333333,139.5,Mek,Trans-New Guinea,__
yam,yaa,yami1256,Yaminahua,-8.0,-73.0,Panoan,Panoan,__
yan,ynn,yana1271,Yana,40.5,-122.0,Yana,Hokan,__
yao,yao,yaoo1241,Yao (in Malawi),-14.5,35.5,Bantoid,Niger-Congo,Benue-Congo
yap,yap,yape1248,Yapese,9.58333333333,138.166666667,Yapese,Austronesian,__
yaq,yaq,yaqu1251,Yaqui,27.5,-110.25,Cahita,Uto-Aztecan,__
yar,yrb,yare1248,Yareba,-9.5,148.5,Yareban,Yareban,__
yav,yuf,hava1248,Yavapai,34.0,-113.333333333,Yuman,Hokan,__
yaw,yva,nucl1454,Yawa,-1.75,136.25,Yawa,Yawa,__
yay,pcc,bouy1240,Yay,22.4166666667,104.75,Kam-Tai,Tai-Kadai,__
yaz,yah,yazg1240,Yazgulyam,38.5,71.5,Iranian,Indo-European,__
yba,yam,yamb1251,Yamba,6.41666666667,11.0833333333,Bantoid,Niger-Congo,Benue-Congo
ybi,ybi,yamp1242,Yamphu,27.5833333333,87.3333333333,Mahakiranti,Sino-Tibetan,Tibeto-Burman
ych,esu,cent2127,Yup'ik (Chevak),61.5,-165.75,Eskimo,Eskimo-Aleut,__
ycn,ycn,yucu1253,Yucuna,-0.75,-71.0,Northern Arawakan,Arawakan,__
yct,yua,yuca1254,Yucatec,20.0,-89.0,Mayan,Mayan,__
ydb,ydd,east2295,Yiddish (Bessarabian),47.0,28.5,Germanic,Indo-European,__
ydd,ydd,yidd1255,Yiddish,52.0,23.0,Germanic,Indo-European,__
ydl,ydd,east2295,Yiddish (Lodz),51.75,19.4166666667,Germanic,Indo-European,__
yei,jei,yeii1239,Yei,-7.91666666667,140.916666667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,__
yel,yle,yele1255,Yelî Dnye,-11.3666666667,154.166666667,Yele,Yele,__
yem,ybb,yemb1246,Yemba,5.41666666667,10.0833333333,Bantoid,Niger-Congo,Benue-Congo
yes,yss,yess1239,Yessan-Mayo,-4.16666666667,142.583333333,Tama Sepik,Sepik,__
yey,yey,yeyi1239,Yeyi,-20.0,23.5,Bantoid,Niger-Congo,Benue-Congo
ygd,dur,diii1241,Yag Dii,8.0,14.0,Adamawa,Niger-Congo,Adamawa-Ubangi
ygn,yai,yagn1238,Yaghnobi,39.0,69.0,Iranian,Indo-European,__
ygr,ygr,yaga1260,Yagaria,-6.33333333333,145.416666667,Eastern Highlands,Trans-New Guinea,__
yi,iii,sich1238,Yi,24.0,104.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman
yid,yii,yidi1250,Yidiny,-17.0,145.75,Pama-Nyungan,Australian,__
yil,yll,yill1241,Yil,-3.53333333333,142.15,Wapei-Palei,Torricelli,__
yim,yee,yima1243,Yimas,-4.66666666667,143.55,Lower Sepik,Lower Sepik-Ramu,__
yin,yij,yind1247,Yindjibarndi,-21.75,117.916666667,Pama-Nyungan,Australian,__
yir,yiy,yiry1245,Yir Yiront,-14.8333333333,141.833333333,Pama-Nyungan,Australian,__
yki,yuk,yuki1243,Yuki,39.6666666667,-123.5,Yukian,Wappo-Yukian,__
ykm,yky,yako1252,Yakoma,4.41666666667,18.4166666667,Ubangi,Niger-Congo,Adamawa-Ubangi
ykn,yka,yaka1277,Yakan,6.5,122.0,Sama-Bajaw,Austronesian,__
yko,yux,sout2750,Yukaghir (Kolyma),65.75,150.833333333,Yukaghir,Yukaghir,__
ykp,yup,yukp1241,Yukpa,10.1666666667,-72.75,Cariban,Cariban,__
ykt,sah,yaku1245,Yakut,62.0,130.0,Turkic,Altaic,__
ylb,mpj,mart1256,Yulparija,-21.0,124.0,Pama-Nyungan,Australian,__
yli,yli,angg1239,Yali,-4.0,139.333333333,Dani,Trans-New Guinea,__
ylm,jel,yelm1242,Yelmek,-7.66666666667,139.166666667,Bulaka River,Bulaka River,__
ylr,ylr,yala1262,Yalarnnga,-22.0,140.0,Pama-Nyungan,Australian,__
ylt,ydd,east2295,Yiddish (Lithuanian),55.0,25.0,Germanic,Indo-European,__
ymd,jmd,yamd1240,Yamdena,-7.5,131.5,Central Malayo-Polynesian,Austronesian,__
ymi,tao,yami1254,Yami,22.0,121.5,Batanic,Austronesian,__
yms,jnj,yems1235,Yemsa,7.83333333333,37.3333333333,North Omotic,Afro-Asiatic,Omotic
yna,ynk,nauk1242,Yupik (Naukan),66.0,-172.0,Eskimo,Eskimo-Aleut,__
yng,yia,ying1247,Yingkarta,-25.1666666667,114.833333333,Pama-Nyungan,Australian,__
ynk,kdd,yank1247,Yankuntjatjara,-27.0,132.0,Pama-Nyungan,Australian,__
ynm,wca,yano1262,Yanomámi,2.33333333333,-63.0,Yanomam,Yanomam,__
yns,yns,yans1239,Yansi,-3.83333333333,18.0,Bantoid,Niger-Congo,Benue-Congo
yny,jao,yany1243,Yanyuwa,-16.4166666667,137.166666667,Pama-Nyungan,Australian,__
yok,yok,yoku1256,Yokuts (Yaudanchi),36.0833333333,-119.083333333,Yokuts,Penutian,__
yor,yor,yoru1245,Yoruba,8.0,4.33333333333,Defoid,Niger-Congo,Benue-Congo
ypk,esu,cent2127,Yup'ik (Central),59.5,-160.0,Eskimo,Eskimo-Aleut,__
yqy,jaq,yaqa1246,Yaqay,-6.58333333333,139.25,Marind Proper,Marind,__
yrc,yuz,yura1255,Yuracare,-16.5833333333,-65.25,Yuracare,Yuracare,__
yrm,,yuru1243,Yurimangí,3.83333333333,-77.0,Yurimangí,Yurimangí,__
yrr,yae,pume1238,Yaruro,7.0,-68.0,Yaruro,Yaruro,__
yrt,yui,yuru1263,Yuruti,1.0,-70.4166666667,Tucanoan,Tucanoan,__
ysi,ysr,sire1246,Yupik (Sirenik),64.5,-174.0,Eskimo,Eskimo-Aleut,__
ysl,ess,cent2128,Yupik (St. Lawrence Island),63.5,-170.5,Eskimo,Eskimo-Aleut,__
yta,nog,noga1249,Yurt Tatar,46.3333333333,48.5,Turkic,Altaic,__
ytu,ykg,nort2745,Yukaghir (Tundra),69.0,155.0,Yukaghir,Yukaghir,__
yuc,yuc,yuch1247,Yuchi,35.75,-86.75,Yuchi,Yuchi,__
yug,yuu,yugh1239,Yugh,61.0,90.0,Yeniseian,Yeniseian,__
yuk,gcd,gang1267,Yukulta,-17.3333333333,138.833333333,Tangkic,Australian,__
yul,yul,yulu1243,Yulu,8.5,25.25,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
yun,esu,cent2127,Yup'ik (Norton Sound),64.0,-161.0,Eskimo,Eskimo-Aleut,__
yur,yur,yuro1248,Yurok,41.3333333333,-124.0,Yurok,Algic,__
yus,ess,cent2128,Yupik (Siberian),65.0,-173.0,Eskimo,Eskimo-Aleut,__
yuw,kld,gami1243,Yuwaalaraay,-29.5,148.0,Pama-Nyungan,Australian,__
ywl,yok,yoku1256,Yawelmani,35.4166666667,-119.0,Yokuts,Penutian,__
ywr,ywr,yawu1244,Yawuru,-18.0,122.5,Nyulnyulan,Australian,__
yyg,,yayg1236,Yaygir,-29.6666666667,153.0,Pama-Nyungan,Australian,__
yyo,,yort1237,Yorta Yorta,-36.0,146.0,Pama-Nyungan,Australian,__
yzv,kpv,komi1268,Yazva,65.0,55.0,Finnic,Uralic,Finno-Ugric
zag,zag,zagh1240,Beria,16.0,23.0,Eastern Saharan,Nilo-Saharan,Saharan
zai,zai,isth1244,Zapotec (Isthmus),16.416667,-95.0,Zapotecan,Oto-Manguean,__
zaj,zaa,sier1250,Zapotec (Juárez),17.5,-96.5833333333,Zapotecan,Oto-Manguean,__
zam,zpm,mixt1426,Zapotec (Mixtepec),16.3333333333,-96.3333333333,Zapotecan,Oto-Manguean,__
zan,zne,zand1248,Zande,4.0,26.0,Ubangi,Niger-Congo,Adamawa-Ubangi
zap,zaw,mitl1236,Zapotec (Mitla),16.8,-96.25,Zapotecan,Oto-Manguean,__
zaq,zpi,sant1451,Zapotec (Quiegolani),16.1666666667,-96.0833333333,Zapotecan,Oto-Manguean,__
zar,dje,zarm1239,Zarma,13.8333333333,2.16666666667,Songhay,Nilo-Saharan,__
zay,zay,zays1235,Zayse,5.91666666667,37.3333333333,North Omotic,Afro-Asiatic,Omotic
zaz,diq,diml1238,Zazaki,39.0,41.0,Iranian,Indo-European,__
zch,zoh,chim1300,Zoque (Chimalapa),16.75,-94.75,Mixe-Zoque,Mixe-Zoque,__
zen,zen,zena1248,Zenaga,17.3333333333,-16.0,Berber,Afro-Asiatic,__
zfl,zos,fran1266,Zoque (Francisco León),17.3333333333,-93.25,Mixe-Zoque,Mixe-Zoque,__
zha,jna,jang1254,Zhang-Zhung,31.5833333333,78.4166666667,Bodic,Sino-Tibetan,Tibeto-Burman
zhn,zgb,guib1245,Zhuang (Northern),24.0,108.0,Kam-Tai,Tai-Kadai,__
zim,zik,zima1244,Zimakani,-7.43333333333,141.433333333,Marind Proper,Marind,__
zno,zul,zulu1248,Zulu (Northern),-28.0,31.0,Bantoid,Niger-Congo,Benue-Congo
zpi,zpd,sout3005,Zapotec (Ixtlan),17.25,-96.5,Zapotecan,Oto-Manguean,__
zpr,zro,zapa1253,Zaparo,-2.0,-76.3333333333,Zaparoan,Zaparoan,__
zqc,zoc,copa1236,Zoque (Copainalá),17.0,-93.25,Mixe-Zoque,Mixe-Zoque,__
zqo,zoc,copa1236,Zoque (Ostuacan),17.4166666667,-93.3,Mixe-Zoque,Mixe-Zoque,__
zqr,zor,rayo1235,Zoque (Rayon),17.0833333333,-93.0,Mixe-Zoque,Mixe-Zoque,__
zqs,poi,high1276,Zoque (Soteapan),18.3333333333,-95.1666666667,Mixe-Zoque,Mixe-Zoque,__
zso,zul,zulu1248,Zulu (Southern),-31.0,30.0,Bantoid,Niger-Congo,Benue-Congo
zsq,zab,sanj1284,Zapotec (San Lucas Quiaviní),16.9,-96.4666666667,Zapotecan,Oto-Manguean,__
zte,zpz,texm1235,Zapotec (Texmelucan),16.5,-97.1666666667,Zapotecan,Oto-Manguean,__
zul,zul,zulu1248,Zulu,-30.0,30.0,Bantoid,Niger-Congo,Benue-Congo
zun,zun,zuni1245,Zuni,35.0833333333,-108.833333333,Zuni,Zuni,__
