"lab.name","lab.genus","lab.family","lab.subfamily","lab.lat","lab.lon","lab.iso"
"Tigr (Beni Amer)","Semitic","Afro-Asiatic","__","15.5","38","'tig'"
"Sahaptin (Northern)","Sahaptian","Penutian","__","46.5","-120","'waa'"
"Shor","Turkic","Altaic","__","53","88","'cjs'"
"German (Bern)","Germanic","Indo-European","__","47","7.41666666667","'gsw'"
"Gbeya Bossangoa","Ubangi","Niger-Congo","Adamawa-Ubangi","6.66666666667","17.5","'gbp'"
"Guinea Bissau Crioulo","Creoles and Pidgins","other","__","12","-15","'pov'"
"German (Bavarian)","Germanic","Indo-European","__","49","11.5","'bar'"
"Muinane","Boran","Huitotoan","__","-1","-72.5","'bmr'"
"German (Berlin)","Germanic","Indo-European","__","52.5","13.3333333333","'deu'"
"Gbaya Kara","Ubangi","Niger-Congo","Adamawa-Ubangi","6","15","'gya'"
"Aleut (Eastern)","Aleut","Eskimo-Aleut","__","54.75","-164","'ale'"
"Shan","Kam-Tai","Tai-Kadai","__","22","98","'shn'"
"Shabo","Shabo","Nilo-Saharan","__","7.58333333333","35.4166666667","'sbf'"
"Sherdukpen","Western Arunachal","Sino-Tibetan","Tibeto-Burman","27","92.5","'sdp'"
"Sherpa","Bodic","Sino-Tibetan","Tibeto-Burman","27.75","86.8333333333","'xsr'"
"Arabic (Egyptian)","Semitic","Afro-Asiatic","__","30","31","'arz'"
"Shigatse","Bodic","Sino-Tibetan","Tibeto-Burman","29","89","'bod'"
"Sharanahua","Panoan","Panoan","__","-11","-70","'mcd'"
"Shiriana","Yanomam","Yanomam","__","3.5","-62.8333333333","'shb'"
"Shipibo-Konibo","Panoan","Panoan","__","-7.5","-75","'shp'"
"Shilluk","Nilotic","Nilo-Saharan","Eastern Sudanic","9.66666666667","31.75","'shk'"
"Arabic (Eastern Libyan)","Semitic","Afro-Asiatic","__","32","22","'ayl'"
"Shona","Bantoid","Niger-Congo","Benue-Congo","-18","31","'sna'"
"Shoshone","Numic","Uto-Aztecan","__","41","-114","'shh'"
"Ebira","Nupoid","Niger-Congo","Benue-Congo","8.16666666667","7","'igb'"
"Quechua (Tarma)","Quechuan","Quechuan","__","-11.4166666667","-75.75","'qvn'"
"Batak (Toba)","Sumatra","Austronesian","__","2.5","99","'bbc'"
"Betoi","Betoi","Betoi","__","7.16666666667","-71.25","'__7'"
"Bathari","Semitic","Afro-Asiatic","__","18","56","'bhm'"
"Bontok","Northern Philippines","Austronesian","__","17.0833333333","120.916666667","'bnc'"
"Luri","Iranian","Indo-European","__","33.5","48.5","'lrc'"
"Lushootseed","Central Salish","Salishan","__","48","-122","'lut'"
"Luvale","Bantoid","Niger-Congo","Benue-Congo","-12","22","'lue'"
"Puinave","Puinave","Puinave","__","4","-68","'pui'"
"Luxemburgeois","Germanic","Indo-European","__","49.8333333333","6.16666666667","'ltz'"
"Luyia","Bantoid","Niger-Congo","Benue-Congo","0.416666666667","34.5","'luy'"
"Dutch (Limburg)","Germanic","Indo-European","__","51","5.5","'nld'"
"Dla (Menggwa)","Senagi","Senagi","__","-3.55","141.033333333","'kbv'"
"Lua","Adamawa","Niger-Congo","Adamawa-Ubangi","9.75","17.75","'nie'"
"Lucazi","Bantoid","Niger-Congo","Benue-Congo","-14","20","'lch'"
"Lun Dayeh","Northwest Malayo-Polynesian","Austronesian","__","4","115.916666667","'lnd'"
"Lugbara","Moru-Ma'di","Nilo-Saharan","Central Sudanic","3.08333333333","30.9166666667","'lgg'"
"Luiseo","Takic","Uto-Aztecan","__","33.3333333333","-117.166666667","'lui'"
"Tetun Dili","Central Malayo-Polynesian","Austronesian","__","-8.58333333333","125.583333333","'tet'"
"Lule","Lule","Lule","__","-28","-64","'_37'"
"Lummi","Central Salish","Salishan","__","48.7","-122.666666667","'str'"
"Lungchang","Northern Naga","Sino-Tibetan","Tibeto-Burman","27.5","96.4166666667","'nst'"
"Luo","Nilotic","Nilo-Saharan","Eastern Sudanic","-0.5","34.75","'luo'"
"Ke'o","Central Malayo-Polynesian","Austronesian","__","-8.83333333333","121.25","'xxk'"
"Kenga","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","12","18","'kyq'"
"Kemant","Central Cushitic","Afro-Asiatic","Cushitic","12.6666666667","37.4166666667","'ahg'"
"Kele","Oceanic","Austronesian","Eastern Malayo-Polynesian","-2.08333333333","147.083333333","'sbc'"
"K'ekch","Mayan","Mayan","__","16","-89.8333333333","'kek'"
"Kei","Central Malayo-Polynesian","Austronesian","__","-5.83333333333","132.916666667","'kei'"
"Kefa","South Omotic","Afro-Asiatic","Omotic","7.25","36.25","'kbr'"
"Kedang","Central Malayo-Polynesian","Austronesian","__","-8.25","123.75","'ksx'"
"Kanjobal (Eastern)","Mayan","Mayan","__","15.3333333333","-91.6666666667","'kjb'"
"Johari","Bodic","Sino-Tibetan","Tibeto-Burman","30.6666666667","80","'_19'"
"Kenyah (Uma' Lung)","Northwest Malayo-Polynesian","Austronesian","__","3","115.833333333","'_22'"
"Ket","Yeniseian","Yeniseian","__","64","87","'ket'"
"Kera","East Chadic","Afro-Asiatic","Chadic","9.83333333333","15.0833333333","'ker'"
"Talysh (Southern)","Iranian","Indo-European","__","37","49","'tly'"
"Etsako","Edoid","Niger-Congo","Benue-Congo","7.25","6.5","'ets'"
"Tlapanec","Subtiaba-Tlapanec","Oto-Manguean","__","17.0833333333","-99","'tpx'"
"German (Thuringian)","Germanic","Indo-European","__","51","11","'deu'"
"Tolai","Oceanic","Austronesian","Eastern Malayo-Polynesian","-4.25","152.083333333","'ksd'"
"Telefol","Ok","Trans-New Guinea","__","-5","141.75","'tlf'"
"Talaud","Sulawesi","Austronesian","__","4.25","126.75","'tld'"
"Tlingit","Tlingit","Na-Dene","__","59","-135","'tli'"
"Tobelo","North Halmaheran","West Papuan","__","1.5","128.5","'tlb'"
"Taulil","Taulil","Baining-Taulil","__","-4.41666666667","152.083333333","'tuh'"
"Timorese","Central Malayo-Polynesian","Austronesian","__","-9.66666666667","124.5","'aoz'"
"Rang Pas","Bodic","Sino-Tibetan","Tibeto-Burman","30.3333333333","79.3333333333","'bod'"
"Jivaro","Jivaroan","Jivaroan","__","-2.5","-78","'jiv'"
"Bambam","Sulawesi","Austronesian","__","-3.08333333333","119.083333333","'ptu'"
"Babole","Bantoid","Niger-Congo","Benue-Congo","1.08333333333","17.25","'bvx'"
"Yay","Kam-Tai","Tai-Kadai","__","22.4166666667","104.75","'pcc'"
"Yazgulyam","Iranian","Indo-European","__","38.5","71.5","'yah'"
"Bobo Fing","Western Mande","Niger-Congo","Mande","11.8333333333","-4.41666666667","'bbo'"
"Yawa","Yawa","Yawa","__","-1.75","136.25","'yva'"
"Yavapai","Yuman","Hokan","__","34","-113.333333333","'yuf'"
"Tawala","Oceanic","Austronesian","Eastern Malayo-Polynesian","-10.3333333333","150.666666667","'tbo'"
"Yapese","Yapese","Austronesian","__","9.58333333333","138.166666667","'yap'"
"Yareba","Yareban","Yareban","__","-9.5","148.5","'yrb'"
"Yaminahua","Panoan","Panoan","__","-8","-73","'yaa'"
"Yale (Kosarek)","Mek","Trans-New Guinea","__","-4.08333333333","139.5","'kkl'"
"Yao (in Malawi)","Bantoid","Niger-Congo","Benue-Congo","-14.5","35.5","'yao'"
"Yana","Yana","Hokan","__","40.5","-122","'ynn'"
"Yahgan","Ymana","Ymana","__","-55","-68","'yag'"
"Yaka","Bantoid","Niger-Congo","Benue-Congo","-7","17.5","'yaf'"
"Piaroa","Piaroa","Sliban","__","5","-67","'pid'"
"Bininj Gun-Wok","Gunwinygic","Australian","Gunwinyguan","-12.5","133.75","'gup'"
"Barambu","Ubangi","Niger-Congo","Adamawa-Ubangi","3.5","27","'brm'"
"Lughat al-Isharat al-Lubnaniya","Sign Languages","other","__","34","35.8333333333","'_36'"
"Langi","Bantoid","Niger-Congo","Benue-Congo","-4.5","36","'lag'"
"Otom (Mezquital)","Otomian","Oto-Manguean","__","20.1666666667","-99.1666666667","'ote'"
"Oto","Siouan","Siouan","__","40.5","-96","'iow'"
"Huitoto (Muinane)","Huitoto","Huitotoan","__","-2.41666666667","-71","'hux'"
"Luangiua","Oceanic","Austronesian","Eastern Malayo-Polynesian","-5.33333333333","159.416666667","'ojv'"
"Hamer","South Omotic","Afro-Asiatic","Omotic","5","36.5","'amf'"
"Low German","Germanic","Indo-European","__","53","10","'nds'"
"Hmong Njua","Hmong-Mien","Hmong-Mien","__","28","105","'hnj'"
"Huitoto (Minica)","Huitoto","Huitotoan","__","-0.333333333333","-74","'hto'"
"Hmong Daw","Hmong-Mien","Hmong-Mien","__","26","105","'mww'"
"Lngua Gestual Portuguesa","Sign Languages","other","__","40","-8","'psr'"
"Otom (Sierra)","Otomian","Oto-Manguean","__","20.6666666667","-98.8333333333","'otm'"
"Hmar","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","24.1666666667","93","'hmr'"
"Logoti","Moru-Ma'di","Nilo-Saharan","Central Sudanic","3.5","30","'log'"
"Longgu","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.75","160.666666667","'lgu'"
"Yupik (Sirenik)","Eskimo","Eskimo-Aleut","__","64.5","-174","'ysr'"
"Yupik (St. Lawrence Island)","Eskimo","Eskimo-Aleut","__","63.5","-170.5","'ess'"
"Romani (Bugurdzi)","Indic","Indo-European","__","42.6666666667","21.1666666667","'rmn'"
"Malay (Kuala Lumpur)","Malayic","Austronesian","__","3.16666666667","101.7","'zlm'"
"Romani (Burgenland)","Indic","Indo-European","__","47.5","16.5","'rmo'"
"Chuave","Chimbu","Trans-New Guinea","__","-6.11666666667","145.116666667","'cjv'"
"Chavacano","Creoles and Pidgins","other","__","7","122.083333333","'cbk'"
"Sardinian","Romance","Indo-European","__","40","9","'sro'"
"Mayo","Cahita","Uto-Aztecan","__","26","-108","'mfy'"
"Avatime","Kwa","Niger-Congo","__","6.83333333333","0.416666666667","'avn'"
"Ma'ya","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","-1.25","130.916666667","'slz'"
"Avokaya","Moru-Ma'di","Nilo-Saharan","Central Sudanic","4.66666666667","30","'avu'"
"Avikam","Kwa","Niger-Congo","__","5.16666666667","-5.5","'avi'"
"Avar","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.5","46.5","'ava'"
"Wagawaga","Pama-Nyungan","Australian","__","-26.5","152.5","'wkw'"
"Ndut","Northern Atlantic","Niger-Congo","Atlantic","14.9166666667","-16.9166666667","'ndv'"
"Chichimeca-Jonaz","Chichimec","Oto-Manguean","__","21.6666666667","-100.5","'pei'"
"Noghay (Karagash)","Turkic","Altaic","__","47.5","47.25","'nog'"
"Noghay","Turkic","Altaic","__","44","46","'nog'"
"Phlong","Karen","Sino-Tibetan","Tibeto-Burman","15","99","'pww'"
"Ungarinjin","Wororan","Australian","__","-16.3333333333","126","'ung'"
"Frisian (North)","Germanic","Indo-European","__","54.5","9","'frr'"
"Mazatec (Chiquihuitln)","Popolocan","Oto-Manguean","__","17.75","-96.9166666667","'maq'"
"Yokuts (Yaudanchi)","Yokuts","Penutian","__","36.0833333333","-119.083333333","'yok'"
"Mazanderani","Iranian","Indo-European","__","36.5","52","'mzn'"
"Nocte","Northern Naga","Sino-Tibetan","Tibeto-Burman","27","95.5","'njb'"
"Mazatec (Huautla)","Popolocan","Oto-Manguean","__","18.25","-96.8333333333","'mau'"
"Urim","Urim","Torricelli","__","-3.58333333333","142.666666667","'uri'"
"Zapotec (Yatzachi)","Zapotecan","Oto-Manguean","__","17.2","-96.2","'zav'"
"Ksingmul","Palaung-Khmuic","Austro-Asiatic","Mon-Khmer","21.0833333333","104","'puo'"
"Coos (Hanis)","Coosan","Oregon Coast","__","43.5","-124.166666667","'csz'"
"Wyandot","Northern Iroquoian","Iroquoian","__","44.3333333333","-77.5","'wya'"
"Wayana","Cariban","Cariban","__","3.25","-54.1666666667","'way'"
"Xernte","Ge-Kaingang","Macro-Ge","__","-10","-48.1666666667","'xer'"
"Tarahumara (Central)","Tarahumaran","Uto-Aztecan","__","27.5","-107.5","'tar'"
"Suku","Bantoid","Niger-Congo","Benue-Congo","-6","17.6666666667","'sub'"
"Adyghe (Temirgoy)","Northwest Caucasian","Northwest Caucasian","__","45.2166666667","39.7","'ady'"
"Selkup","Samoyedic","Uralic","__","65","82","'sel'"
"Gamilaraay","Pama-Nyungan","Australian","__","-29.8333333333","149.5","'kld'"
"Guambiano","Barbacoan","Barbacoan","__","2.5","-76.6666666667","'gum'"
"German (Mansfeldisch)","Germanic","Indo-European","__","51.5833333333","11.5","'deu'"
"Adzera","Oceanic","Austronesian","Eastern Malayo-Polynesian","-6.25","146.25","'adz'"
"Wembawemba","Pama-Nyungan","Australian","__","-35.3333333333","144","'_98'"
"Adyghe (Abzakh)","Northwest Caucasian","Northwest Caucasian","__","45.2333333333","40.5833333333","'ady'"
"Gumuz","Gumuz","Nilo-Saharan","__","12.5","35.8333333333","'guk'"
"Adamorobe Sign Language","Sign Languages","other","__","5.83333333333","-0.166666666667","'ads'"
"Adynyamathanha","Pama-Nyungan","Australian","__","-30.5","139.5","'adt'"
"Sikule","Sumatra","Austronesian","__","2.66666666667","96","'skh'"
"Skou","Western Skou","Skou","__","-2.66666666667","140.916666667","'skv'"
"Sikuani","Guahiban","Guahiban","__","6.25","-71.5","'guh'"
"Gumawana","Oceanic","Austronesian","Eastern Malayo-Polynesian","-9.25","150.833333333","'gvs'"
"Andoke","Andoke","Andoke","__","-0.666666666667","-72","'ano'"
"Sikkimese","Bodic","Sino-Tibetan","Tibeto-Burman","27.8333333333","88.5","'sip'"
"Gumatj","Pama-Nyungan","Australian","__","-12.5","135.5","'gnn'"
"Nivkh (South Sakhalin)","Nivkh","Nivkh","__","47","142.5","'niv'"
"Fyem","Platoid","Niger-Congo","Benue-Congo","9.58333333333","9.33333333333","'pym'"
"Selknam","Chon Proper","Chon","__","-53","-70","'ona'"
"Wedau","Oceanic","Austronesian","Eastern Malayo-Polynesian","-10.1666666667","150.166666667","'wed'"
"Miri (Hill):","Tani","Sino-Tibetan","Tibeto-Burman","27.9166666667","93.8333333333","'mrg'"
"Mah Meri","Aslian","Austro-Asiatic","Mon-Khmer","2.83333333333","101.5","'mhe'"
"Mehek","Tama Sepik","Sepik","__","-3.75","142.5","'nux'"
"Marathi","Indic","Indo-European","__","19","76","'mar'"
"Mahican","Algonquian","Algic","__","42.6666666667","-73.5","'mof'"
"Mbalanhu","Bantoid","Niger-Congo","Benue-Congo","-17.5","15","'lnb'"
"Otoro","Heiban","Niger-Congo","Kordofanian","11.1666666667","30.5","'otr'"
"Ksim","Gur","Niger-Congo","__","11","-1.33333333333","'xsm'"
"Jur Luwo","Nilotic","Nilo-Saharan","Eastern Sudanic","8","28","'lwo'"
"Quechua (Ecuadorean)","Quechuan","Quechuan","__","-1","-79","'qug'"
"Karipuna do Guapore","Panoan","Panoan","__","-10","-65","'kuq'"
"Konda","South-Central Dravidian","Dravidian","__","19.5","83","'kfc'"
"Kadazan","Northwest Malayo-Polynesian","Austronesian","__","5.91666666667","117.166666667","'kzj'"
"Kadiwu","Guaicuruan","Guaicuruan","__","-20","-57","'kbc'"
"Tampulma","Gur","Niger-Congo","__","10.4166666667","-0.583333333333","'tpm'"
"Temiar","Aslian","Austro-Asiatic","Mon-Khmer","5","101.5","'tea'"
"Estonian","Finnic","Uralic","Finno-Ugric","59","26","'est'"
"Esselen","Esselen","Esselen","__","36.25","-121.75","'esq'"
"Tat (Muslim)","Iranian","Indo-European","__","41.25","48.75","'ttt'"
"Tama","Taman","Nilo-Saharan","Eastern Sudanic","14.5","22","'tma'"
"Ese Ejja","Tacanan","Tacanan","__","-11","-66","'ese'"
"Timucua","Timucua","Timucua","__","30.25","-82.5","'tjm'"
"Tamagario","Kayagar","Kayagar","__","-6.41666666667","139.25","'tcg'"
"Tatar (Mishar)","Turkic","Altaic","__","55.5","49","'tat'"
"Esmeraldeo","Tacame","Tacame","__","0.333333333333","-79.8333333333","'_13'"
"Tumak","East Chadic","Afro-Asiatic","Chadic","9.5","17.3333333333","'tmc'"
"Tamil","Southern Dravidian","Dravidian","__","11","78.5","'tam'"
"Tamabo","Oceanic","Austronesian","Eastern Malayo-Polynesian","-15.6666666667","167.166666667","'mla'"
"Temein","Temein","Nilo-Saharan","Eastern Sudanic","11.9166666667","29.4166666667","'teq'"
"Tibetan (Modern Literary)","Bodic","Sino-Tibetan","Tibeto-Burman","29.8333333333","91.5","'bod'"
"Dumagat (Casiguran)","Northern Philippines","Austronesian","__","16.3333333333","122","'dgc'"
"Kryz","Lezgic","Nakh-Daghestanian","Daghestanian","41.0833333333","48","'kry'"
"Koryak","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan","__","61","167","'kpy'"
"Ndonga","Bantoid","Niger-Congo","Benue-Congo","-18","17","'ndo'"
"Kairiru","Oceanic","Austronesian","Eastern Malayo-Polynesian","-3.33333333333","143.583333333","'kxa'"
"Kerek","Northern Chukotko-Kamchatkan","Chukotko-Kamchatkan","__","62.25","175","'krk'"
"Nande","Bantoid","Niger-Congo","Benue-Congo","-0.0833333333333","29.1666666667","'nnb'"
"Korowai","Awju-Dumut","Trans-New Guinea","__","-5.25","140","'khe'"
"Karata","Avar-Andic-Tsezic","Nakh-Daghestanian","Daghestanian","42.5833333333","46.3333333333","'kpt'"
"Karadjeri","Pama-Nyungan","Australian","__","-19","122","'gbd'"
"Karok","Karok","Karok","__","41.6666666667","-123","'kyh'"
"Krah","Ge-Kaingang","Macro-Ge","__","-8","-48","'xra_ram'"
"Kipea","Kariri","Kariri","__","-10","-37","'kzw'"
"Korana","Central Khoisan","Khoisan","__","-29.5","20.5","'kqz'"
"Krongo","Kadugli","Kadugli","__","10.5","30","'kgo'"
"Karelian","Finnic","Uralic","Finno-Ugric","64","32","'krl'"
"Karaim","Turkic","Altaic","__","54.6666666667","24.9166666667","'kdr'"
"Kiribati","Oceanic","Austronesian","Eastern Malayo-Polynesian","1.33333333333","173","'gil'"
"Karachay-Balkar","Turkic","Altaic","__","43.5","42","'krc'"
"Kara (in Papua New Guinea)","Oceanic","Austronesian","Eastern Malayo-Polynesian","-2.83333333333","151.116666667","'leu'"
"Korafe","Binanderean","Trans-New Guinea","__","-9.05","149.083333333","'kpr'"
"Karanga","Bantoid","Niger-Congo","Benue-Congo","-20","31","'sna'"
"Kurdish (Central)","Iranian","Indo-European","__","36","44","'kmr'"
"Kresh","Kresh","Nilo-Saharan","Central Sudanic","8.5","24.5","'krs'"
"Owininga","Left May","Left May","__","-4.5","141.75","'owi'"
"Oromo (West-Central)","Eastern Cushitic","Afro-Asiatic","Cushitic","9","37","'gaz'"
"Vai","Western Mande","Niger-Congo","Mande","6.91666666667","-11.25","'vai'"
"Yurimang","Yurimang","Yurimang","__","3.83333333333","-77","'_27'"
"Yuracare","Yuracare","Yuracare","__","-16.5833333333","-65.25","'yuz'"
"Russian-Chinese Pidgin (Birobidjan)","Creoles and Pidgins","other","__","48.8","132.95","'_61'"
"Vagla","Gur","Niger-Congo","__","9.41666666667","-2.41666666667","'vag'"
"Vasavi","Indic","Indo-European","__","24.5","71.5","'vas'"
"Yaruro","Yaruro","Yaruro","__","7","-68","'yae'"
"Yuruti","Tucanoan","Tucanoan","__","1","-70.4166666667","'yui'"
"Vata","Kru","Niger-Congo","__","5.83333333333","-5.41666666667","'dic'"
"Buli (in Ghana)","Gur","Niger-Congo","__","10.5","-1.25","'bwu'"
"Burushaski","Burushaski","Burushaski","__","36.5","74.5","'bsk'"
"Busa","Eastern Mande","Niger-Congo","Mande","9.66666666667","4","'bqp'"
"Bulu","Bantoid","Niger-Congo","Benue-Congo","3","11","'bum'"
"Buriat","Mongolic","Altaic","__","52","108","'bxm'"
"Buru","Central Malayo-Polynesian","Austronesian","__","-3.5","126.5","'mhs'"
"Bujeba","Bantoid","Niger-Congo","Benue-Congo","3","10.1666666667","'nmg'"
"Bukusu","Bantoid","Niger-Congo","Benue-Congo","0.75","34.6666666667","'bxk'"
"Buli (in Indonesia)","South Halmahera - West New Guinea","Austronesian","Eastern Malayo-Polynesian","1","128.5","'bzq'"
"Buin","East Bougainville","East Bougainville","__","-6.75","155.75","'buo'"
"Ho","Munda","Austro-Asiatic","__","22","86","'hoc'"
"Bulgarian","Slavic","Indo-European","__","42.5","25","'bul'"
"Buma","Oceanic","Austronesian","Eastern Malayo-Polynesian","-11.6333333333","166.833333333","'tkw'"
"Bubi","Bantoid","Niger-Congo","Benue-Congo","3.5","8.66666666667","'bvb'"
"Burarra","Burarran","Australian","__","-12.25","134.583333333","'bvr'"
"Bugis","Sulawesi","Austronesian","__","-4","120","'bug'"
"Buduma","Biu-Mandara","Afro-Asiatic","Chadic","13.5","14.5","'bdm'"
"Duma","Bantoid","Niger-Congo","Benue-Congo","-0.95","13","'dma'"
"Dumi","Bodic","Sino-Tibetan","Tibeto-Burman","27.25","86.6666666667","'dus'"
"Dumaki","Indic","Indo-European","__","36.1666666667","74","'dmk'"
"Dimasa","Bodo-Garo","Sino-Tibetan","Tibeto-Burman","25.5","93","'dis'"
"Mayi-Yapi","Pama-Nyungan","Australian","__","-20","141","'_46'"
"Pileni","Oceanic","Austronesian","Eastern Malayo-Polynesian","-10.2166666667","166.216666667","'piv'"
"Pintupi","Pama-Nyungan","Australian","__","-23","129","'piu'"
"Iupiaq","Eskimo","Eskimo-Aleut","__","67","-161","'esi'"
"Matss","Panoan","Panoan","__","-5.41666666667","-73.25","'mcf'"
"Inuktitut (Rankin Inlet)","Eskimo","Eskimo-Aleut","__","63","-92","'ikt'"
"Inuktitut (Salluit)","Eskimo","Eskimo-Aleut","__","62","-76","'ike'"
"Mangarrayi","Mangarrayi","Australian","__","-14.6666666667","133.5","'mpc'"
"Innamincka","Pama-Nyungan","Australian","__","-27.75","140.75","'ynd'"
"Malayalam","Southern Dravidian","Dravidian","__","10","76.5","'mal'"
"Indonesian (Jakarta)","Malayic","Austronesian","__","-6.16666666667","106.75","'ind'"
"Ma'anyan","Barito","Austronesian","__","-2","115","'mhy'"
